Customer_ID,Customer_Name,Customer_Segment,Account_Type,Tenure_Years,Region,Is_Premium,Monthly_Txn_Count,Credit_Score_Band
CUST01181,Wendy Lucas,Retail,Salary,8.5,East,0,18,Very Good
CUST01182,Aaron Jones,Retail,Salary,9.2,North,0,23,Very Good
CUST01183,Nicholas Oliver,Premium,NRI,11.9,South,0,44,Poor
CUST01184,Anthony Gardner,Retail,Salary,7.5,North,1,38,Excellent
CUST01185,Patricia Perry,Retail,Salary,1.1,North,0,1,Poor
CUST01186,Jean Morton,Retail,Business,2.9,North,0,4,Poor
CUST01187,Jeffery Sandoval,Premium,Business,6.9,East,1,44,Very Good
CUST01188,Karen Hodge,Retail,Salary,11.0,South,0,47,Good
CUST01189,Lynn Campbell,SME,NRI,9.1,East,0,35,Good
CUST01190,Michelle Harrington,Premium,Current,9.9,West,1,23,Good
CUST01191,David Clark,Premium,NRI,7.4,East,0,27,Poor
CUST01192,James Jackson,Premium,NRI,9.4,Central,0,26,Very Good
CUST01193,Stephanie Gonzalez,Corporate,Current,5.3,North,1,8,Good
CUST01194,Eric Townsend,Corporate,Business,7.3,West,1,43,Fair
CUST01195,Gregory Daniels,Premium,NRI,11.3,South,1,16,Fair
CUST01196,Jeff Valdez,Retail,Salary,13.1,East,1,41,Fair
CUST01197,Michelle Maddox,Premium,Salary,6.8,West,1,3,Excellent
CUST01198,Arthur Robles,Corporate,Business,1.1,East,0,32,Very Good
CUST01199,Steven Grant,Corporate,Business,2.8,East,0,5,Poor
CUST01200,Shannon Robinson,Retail,Business,0.8,East,0,20,Poor
CUST01201,Joshua Tanner,Retail,Savings,10.0,North,1,14,Very Good
CUST01202,Patricia Smith,Retail,Savings,5.3,North,0,32,Excellent
CUST01203,Mrs. Lisa Garza,Retail,Salary,8.4,North,0,26,Very Good
CUST01204,Jose Oneill,Corporate,NRI,7.7,Central,0,47,Excellent
CUST01205,Erin Davis,Retail,Savings,1.7,South,0,6,Good
CUST01206,Matthew Williams,Retail,NRI,6.3,East,0,36,Good
CUST01207,Todd Reed,Retail,Current,3.7,East,1,40,Excellent
CUST01208,Lisa Franco,Retail,Salary,6.6,East,1,5,Very Good
CUST01209,Erica Hoover,Retail,Savings,3.5,Central,1,13,Good
CUST01210,Jessica Lawson,Retail,Salary,12.7,Central,0,32,Very Good
CUST01211,Shawn Burns,Premium,Current,3.0,Central,0,16,Good
CUST01212,Kristine Smith,Corporate,Current,14.4,East,0,1,Very Good
CUST01213,Sherry Weaver,SME,Salary,6.5,South,0,13,Very Good
CUST01214,Shelly Marshall,Retail,Savings,12.8,East,0,11,Fair
CUST01215,Shelia Johnson,Retail,Salary,9.6,South,0,8,Excellent
CUST01216,Richard Walton,Corporate,NRI,11.2,Central,0,25,Poor
CUST01217,Kimberly Collier,Corporate,NRI,11.6,West,0,40,Excellent
CUST01218,Jason Johnson,Retail,NRI,7.8,North,1,32,Very Good
CUST01219,Patrick Adams,Retail,NRI,8.4,North,1,24,Very Good
CUST01220,Marissa Miller,Corporate,NRI,8.0,South,0,28,Excellent
CUST01221,Jessica Cunningham,Premium,Current,9.0,Central,0,14,Very Good
CUST01222,Gary Dixon,Retail,Savings,0.9,North,0,45,Good
CUST01223,Michael Pennington,SME,Savings,6.2,North,0,3,Very Good
CUST01224,Misty Trevino,SME,Business,9.3,Central,0,36,Excellent
CUST01225,Steven Mcclure,SME,Salary,9.2,South,0,27,Excellent
CUST01226,Jeffrey Carter,Retail,Current,12.0,South,0,20,Excellent
CUST01227,Thomas Robertson,Retail,Current,10.0,West,0,47,Fair
CUST01228,Danielle Smith,Retail,Salary,14.9,North,1,15,Fair
CUST01229,Allen Hansen,Retail,Salary,4.6,North,1,27,Fair
CUST01230,Cheryl Delacruz,Corporate,NRI,5.7,Central,0,45,Fair
CUST01231,Andrea Mccann,Retail,Current,6.1,Central,0,41,Fair
CUST01232,Debra Smith,Premium,Current,7.3,East,0,28,Fair
CUST01233,James Tate,Premium,Salary,12.6,East,0,25,Fair
CUST01234,Sherry Walton,Retail,Salary,3.9,West,0,42,Excellent
CUST01235,Ana Garcia,Retail,Savings,11.8,South,0,44,Poor
CUST01236,Michael Jacobs,Retail,NRI,6.4,Central,0,46,Fair
CUST01237,Rebekah Martinez,Retail,Business,9.2,South,0,33,Excellent
CUST01238,Andrea Tran,Premium,NRI,9.7,North,0,46,Poor
CUST01239,Jennifer Vasquez,Retail,Current,5.9,South,0,14,Fair
CUST01240,Darlene Arnold,Corporate,Savings,7.9,South,1,8,Poor
CUST01241,Lorraine Whitaker,Retail,Salary,6.5,West,0,48,Poor
CUST01242,Yvonne Williams,Retail,Business,1.5,Central,0,14,Good
CUST01243,Stacy Pena,SME,Current,6.8,East,0,1,Very Good
CUST01244,Stephen Medina,Corporate,Business,1.9,Central,0,16,Good
CUST01245,Tara Gill,SME,NRI,6.4,East,0,18,Poor
CUST01246,Michael Chen,SME,Savings,9.1,East,0,7,Excellent
CUST01247,Regina Miller,Premium,NRI,8.9,West,0,15,Fair
CUST01248,Cheryl Mahoney,SME,Salary,10.1,North,1,24,Very Good
CUST01249,Phyllis Rodriguez,SME,Savings,1.9,West,1,49,Fair
CUST01250,Bryan Thompson,Retail,NRI,10.0,North,1,13,Excellent
CUST01251,Matthew Berg,Retail,Business,5.0,West,0,9,Very Good
CUST01252,Daniel Mcdaniel,Premium,Savings,6.3,West,0,15,Good
CUST01253,Barry White,Retail,Savings,12.9,Central,0,35,Poor
CUST01254,Ryan Hernandez,Retail,Salary,0.6,Central,0,24,Excellent
CUST01255,Robert Adams,SME,Salary,9.0,North,1,33,Poor
CUST01256,Dr. Tracy Park,Retail,Business,9.2,South,0,16,Poor
CUST01257,Kristen Cooper,Retail,Business,6.3,Central,0,8,Fair
CUST01258,Nicole Jordan,Corporate,Savings,3.9,East,0,29,Excellent
CUST01259,Paul Carrillo,Corporate,Current,3.9,South,0,23,Poor
CUST01260,Michael Mcdowell,Premium,NRI,13.3,East,0,45,Good
CUST01261,Carolyn Myers,SME,Savings,6.9,North,1,31,Very Good
CUST01262,Mark Jones,Premium,Business,5.3,Central,0,40,Excellent
CUST01263,Melissa Griffin,Corporate,Savings,7.0,North,0,49,Fair
CUST01264,Thomas Smith,Retail,Salary,10.2,South,0,14,Excellent
CUST01265,Sue Williams,Retail,NRI,2.6,West,0,30,Fair
CUST01266,Andrew Molina,Retail,Savings,7.0,West,0,39,Very Good
CUST01267,Abigail Anderson,SME,Salary,9.0,Central,0,27,Good
CUST01268,Jennifer Wood,Premium,NRI,14.3,Central,0,47,Poor
CUST01269,Ashley Evans,Retail,NRI,4.2,North,0,16,Excellent
CUST01270,Michael Abbott,Retail,Current,5.7,South,0,6,Fair
CUST01271,Chloe Wilson,Retail,Salary,6.0,West,1,33,Very Good
CUST01272,April Miller,Retail,NRI,9.3,Central,1,44,Poor
CUST01273,David Fisher,Retail,Current,5.7,West,0,18,Very Good
CUST01274,Jennifer Giles,Retail,Current,8.2,Central,0,16,Good
CUST01275,Audrey Allison,Retail,Savings,11.8,West,0,12,Poor
CUST01276,David Peterson,Retail,Business,10.7,West,0,20,Poor
CUST01277,Richard Brandt,Retail,Business,7.0,Central,0,45,Poor
CUST01278,Michael Torres,Retail,NRI,13.0,East,0,40,Fair
CUST01279,Timothy Davis,Retail,NRI,8.6,South,0,29,Poor
CUST01280,Michelle Kramer,SME,NRI,8.3,South,0,30,Very Good
CUST01281,Robert Garcia,Corporate,Savings,1.0,North,0,26,Fair
CUST01282,John Miller,SME,Current,14.8,South,0,22,Poor
CUST01283,Felicia Anderson,Retail,Business,2.3,Central,0,33,Very Good
CUST01284,Jennifer Gordon,Retail,Salary,3.9,South,1,39,Very Good
CUST01285,Theresa Bridges,SME,Business,1.2,Central,0,47,Excellent
CUST01286,Dan Sparks,Premium,Current,9.8,North,0,29,Very Good
CUST01287,Elaine Waller,Corporate,Current,3.8,Central,0,22,Good
CUST01288,Shelby Rivera,Retail,Salary,3.1,West,0,45,Poor
CUST01289,Shelly Perry,Premium,Savings,1.8,Central,1,13,Poor
CUST01290,Sheri Vargas,Premium,Business,2.0,Central,0,9,Poor
CUST01291,Kathryn Kennedy,Corporate,NRI,9.0,East,0,24,Very Good
CUST01292,Sarah Morris,Retail,Savings,10.5,East,0,15,Very Good
CUST01293,David Wallace,Retail,NRI,6.3,South,0,36,Poor
CUST01294,Joseph Hill,SME,Business,7.5,East,1,13,Fair
CUST01295,Theresa Palmer,Corporate,Salary,10.4,East,0,27,Fair
CUST01296,Deborah Norris,Retail,Savings,0.8,Central,1,44,Good
CUST01297,Julie Smith,SME,Business,5.2,North,0,37,Excellent
CUST01298,Jason Rodriguez,Retail,NRI,14.6,South,0,7,Good
CUST01299,Edward Brown,SME,Business,8.9,South,0,8,Poor
CUST01300,Pamela Sanchez,Retail,Current,4.2,North,0,37,Poor
CUST01301,Sharon Simmons,Retail,Current,8.1,Central,0,41,Poor
CUST01302,Ronald Hill,Premium,Business,5.5,South,0,14,Excellent
CUST01303,Ashley Anderson,SME,NRI,8.2,East,0,12,Very Good
CUST01304,Eddie Dixon,Premium,Current,2.3,North,1,36,Excellent
CUST01305,George Krueger,SME,Business,2.4,South,0,40,Good
CUST01306,Timothy Sanders,Corporate,Business,2.6,East,0,17,Very Good
CUST01307,April Snyder,Corporate,NRI,14.1,South,0,40,Very Good
CUST01308,Cody Odom,SME,Current,11.1,East,0,29,Good
CUST01309,Brian Myers,Retail,NRI,2.9,North,0,27,Very Good
CUST01310,Isaiah Molina,Retail,NRI,3.2,South,0,1,Fair
CUST01311,Gloria Johnson,SME,NRI,11.1,South,1,34,Good
CUST01312,Melvin Hartman,Retail,Current,2.8,Central,0,4,Good
CUST01313,Carol Klein,Retail,Current,3.9,North,1,24,Fair
CUST01314,Alan Robinson,Retail,Savings,14.5,North,0,21,Excellent
CUST01315,Stephanie Smith,Premium,Salary,4.2,East,0,33,Excellent
CUST01316,Michael Taylor,SME,Business,10.1,Central,0,7,Excellent
CUST01317,Alicia Parker,Corporate,Salary,14.7,East,0,1,Very Good
CUST01318,Jessica Smith,Retail,NRI,5.9,East,1,41,Fair
CUST01319,Thomas Rodriguez,Retail,Savings,0.8,North,0,3,Good
CUST01320,Joshua Nolan DDS,SME,Savings,4.0,Central,0,44,Good
CUST01321,Samuel Howard,Retail,Business,12.5,East,0,15,Good
CUST01322,Miranda Hernandez,Retail,Business,13.0,South,1,31,Very Good
CUST01323,Eric Rollins,SME,Salary,11.6,West,1,16,Very Good
CUST01324,Jamie Hanna,Premium,Salary,2.1,Central,0,10,Excellent
CUST01325,Jillian Becker,SME,Current,12.0,East,1,29,Very Good
CUST01326,Terry Howard,Premium,Salary,13.8,East,1,6,Excellent
CUST01327,Andre Erickson,Retail,Salary,9.2,North,0,29,Excellent
CUST01328,Todd Green,SME,NRI,14.1,North,1,17,Good
CUST01329,Anna Riley,Retail,Savings,12.5,East,0,22,Very Good
CUST01330,Debra Newton,Corporate,Salary,10.2,South,0,24,Excellent
CUST01331,John Burton,Retail,Current,8.9,East,0,17,Fair
CUST01332,James Cuevas,Retail,Salary,5.6,South,0,21,Fair
CUST01333,Joseph Clark,Retail,NRI,2.8,East,0,50,Very Good
CUST01334,Mary Nichols,Retail,Business,9.3,North,0,11,Good
CUST01335,Stephanie Baker,Retail,NRI,5.1,Central,0,7,Good
CUST01336,Debbie West,Premium,Current,13.1,Central,1,42,Excellent
CUST01337,Lacey Williams,Corporate,Business,14.9,North,0,39,Very Good
CUST01338,Brian Alvarez,Retail,Savings,11.4,West,0,5,Fair
CUST01339,Julie Hall,Premium,Current,1.8,East,0,44,Excellent
CUST01340,Donald Knight,Premium,Current,4.7,Central,0,48,Excellent
CUST01341,Ricardo Vega,Retail,Salary,2.1,Central,0,21,Poor
CUST01342,Nathan Simon,Retail,Current,9.9,South,1,18,Very Good
CUST01343,Jennifer Long,Retail,Savings,11.6,West,0,35,Excellent
CUST01344,Danielle Ross,Corporate,Savings,13.9,South,0,20,Fair
CUST01345,Justin Grant,Corporate,Savings,6.9,East,0,15,Poor
CUST01346,Nancy Rodriguez,Retail,Current,13.6,East,0,5,Fair
CUST01347,Jennifer Perez,Retail,NRI,13.2,South,0,13,Good
CUST01348,Katie Hayes,Retail,Current,5.1,Central,0,12,Poor
CUST01349,Ashley Walker,Retail,Salary,13.1,West,0,21,Poor
CUST01350,Patrick Harmon,Retail,Savings,5.9,South,0,37,Excellent
CUST01351,Lonnie Hill,Retail,Salary,4.8,West,0,6,Good
CUST01352,Eric Phillips,Retail,Savings,9.9,South,0,7,Excellent
CUST01353,Maureen Taylor,Premium,Salary,5.3,West,0,26,Very Good
CUST01354,Mariah Vazquez,Retail,Business,9.6,East,0,42,Fair
CUST01355,Lori Robinson,Corporate,Business,9.3,South,1,48,Fair
CUST01356,Robert Perez,Retail,Savings,8.7,West,0,8,Excellent
CUST01357,Bridget Morgan,Retail,Salary,6.0,North,0,9,Fair
CUST01358,Justin Garza,Corporate,Current,8.5,West,0,27,Fair
CUST01359,David Burke,SME,NRI,9.1,South,0,4,Very Good
CUST01360,Theresa Johnson,SME,Current,8.4,West,1,21,Good
CUST01361,Daniel Green,Premium,Current,6.9,South,0,31,Poor
CUST01362,Priscilla Thompson,Premium,NRI,0.7,South,0,21,Excellent
CUST01363,Matthew Young,SME,NRI,9.0,South,0,40,Excellent
CUST01364,Ronald Tucker,Corporate,Salary,2.9,Central,0,25,Very Good
CUST01365,Robert Leach,Premium,NRI,9.8,West,0,39,Very Good
CUST01366,Michael Osborne,Corporate,Business,11.5,South,0,15,Poor
CUST01367,Mark Martinez,Corporate,NRI,7.8,East,0,35,Good
CUST01368,Dawn Fuller,Premium,Current,8.4,North,0,49,Excellent
CUST01369,Wendy Butler,Retail,Savings,14.3,East,1,43,Very Good
CUST01370,Melissa Spencer,Corporate,Business,12.8,South,1,41,Excellent
CUST01371,William Jordan,Retail,NRI,13.8,South,0,37,Fair
CUST01372,Jane Forbes,Retail,NRI,12.3,West,1,42,Excellent
CUST01373,Kimberly Powell,SME,Savings,2.1,Central,0,47,Good
CUST01374,Michael Carroll,Retail,Salary,2.7,South,0,28,Good
CUST01375,Pamela Smith,SME,Current,8.1,North,1,14,Excellent
CUST01376,Brittany Campbell,SME,Savings,4.1,South,0,4,Fair
CUST01377,Vincent Nielsen,Corporate,Salary,7.4,North,0,20,Good
CUST01378,Paul Smith,Retail,Current,6.2,West,0,34,Very Good
CUST01379,Keith Morris,Retail,NRI,8.5,South,0,12,Excellent
CUST01380,William Wilson,Premium,Salary,11.3,West,0,33,Fair
CUST01381,Gina Hickman,Retail,Savings,10.9,West,0,24,Very Good
CUST01382,Chris Quinn,Retail,Business,8.1,North,1,20,Excellent
CUST01383,Jesse Holt,Premium,Savings,12.4,Central,0,5,Fair
CUST01384,Sarah Thomas,Retail,Savings,6.7,South,1,38,Very Good
CUST01385,Stephen Harrell,Retail,Business,13.5,North,1,30,Good
CUST01386,Brian Luna,SME,Salary,1.5,Central,0,24,Excellent
CUST01387,Debra Johnson,SME,Salary,14.3,North,0,43,Excellent
CUST01388,Mr. Kevin Randall,Retail,Savings,10.0,West,0,40,Good
CUST01389,Stephanie Miller,Retail,Savings,6.0,West,0,7,Poor
CUST01390,Lori Russell,Retail,Salary,3.4,North,0,36,Very Good
CUST01391,Molly Brown,Retail,Business,7.4,North,0,38,Good
CUST01392,Daniel Delacruz,Retail,Current,3.3,North,0,16,Excellent
CUST01393,Seth Kaufman,Corporate,Business,2.9,North,0,15,Very Good
CUST01394,Zachary Stewart,Retail,NRI,9.5,South,0,46,Very Good
CUST01395,Jeffrey Orr,Premium,Savings,8.1,South,0,23,Poor
CUST01396,Tina Holt,Premium,Salary,10.2,North,0,12,Excellent
CUST01397,Timothy Schneider,Premium,Business,14.0,East,0,29,Fair
CUST01398,Kathryn Phillips,SME,NRI,8.2,South,0,44,Poor
CUST01399,Michael Harris,SME,NRI,8.9,Central,0,48,Poor
CUST01400,Matthew Weaver,Premium,Savings,1.8,North,0,15,Fair
CUST01401,Michael Baker,Premium,Current,10.9,North,0,29,Fair
CUST01402,Keith Roberts,Corporate,Current,6.3,North,0,45,Poor
CUST01403,Rodney Lyons,Retail,NRI,14.7,Central,1,43,Very Good
CUST01404,Samantha Wade,SME,Business,12.4,East,0,49,Good
CUST01405,Brian Knapp,Premium,NRI,8.1,North,0,21,Good
CUST01406,Jeffrey Sullivan,Corporate,Savings,2.3,South,0,15,Poor
CUST01407,Randy Reed,Retail,Savings,13.0,South,1,14,Very Good
CUST01408,Jordan Mills,Retail,Current,12.1,West,0,42,Fair
CUST01409,Amy Alvarez,Premium,NRI,3.2,Central,0,44,Poor
CUST01410,Samuel Barnes,SME,Salary,4.8,West,0,16,Excellent
CUST01411,Jessica Patterson,Premium,Salary,12.0,South,1,15,Very Good
CUST01412,Danielle Brooks,Retail,Business,3.2,East,0,42,Excellent
CUST01413,John Manning,Retail,Business,13.8,East,1,4,Excellent
CUST01414,Jesse Bowman,SME,Current,6.7,West,0,27,Poor
CUST01415,Lisa Thompson,Retail,Savings,1.8,South,0,23,Very Good
CUST01416,Marcus Barton,Retail,Salary,12.3,South,0,29,Excellent
CUST01417,Bonnie Hart,Corporate,Salary,5.9,North,0,41,Very Good
CUST01418,Ashley Coleman,Retail,Salary,8.1,Central,0,9,Good
CUST01419,Alicia Frazier,Premium,Salary,2.1,East,0,43,Excellent
CUST01420,Thomas Dickson,Corporate,Current,0.5,Central,0,43,Excellent
CUST01421,Charles Morrison,Retail,NRI,9.8,North,1,7,Very Good
CUST01422,Amanda Munoz,Retail,Salary,8.0,North,1,42,Good
CUST01423,William Carter,Retail,Savings,9.1,North,1,4,Excellent
CUST01424,Jennifer Reyes,Corporate,Salary,12.0,North,0,5,Poor
CUST01425,Cody Lin,SME,Business,9.9,Central,1,5,Very Good
CUST01426,Ryan Schmitt,SME,Savings,3.0,East,0,11,Very Good
CUST01427,Christopher Ross,Premium,NRI,5.7,North,0,41,Excellent
CUST01428,Jennifer Guzman,Premium,Salary,13.6,Central,0,28,Good
CUST01429,Bradley Foster,Premium,Current,11.7,West,0,16,Excellent
CUST01430,Nicholas Smith,Retail,Current,8.6,South,0,41,Fair
CUST01431,Anthony Adams,Retail,Salary,4.2,North,0,30,Excellent
CUST01432,Samuel Rivera,Retail,Business,4.9,South,0,4,Fair
CUST01433,Julia Young,Retail,Current,11.1,North,0,2,Poor
CUST01434,Ms. Ashley Parker,SME,Savings,12.8,South,1,46,Very Good
CUST01435,Benjamin Vega,SME,Business,10.2,West,0,3,Very Good
CUST01436,Terry Richardson,Retail,NRI,12.2,West,1,50,Good
CUST01437,Jeffrey Bruce,Corporate,NRI,11.6,South,0,21,Excellent
CUST01438,Kurt Norris,Premium,Current,2.7,East,0,6,Poor
CUST01439,Lorraine Hobbs,Retail,Business,6.6,East,0,43,Fair
CUST01440,Lori Richardson DDS,Corporate,Current,2.7,South,0,18,Good
CUST01441,Jennifer Best,Corporate,NRI,3.9,West,0,44,Poor
CUST01442,Lisa Smith,Retail,Current,13.1,North,1,5,Poor
CUST01443,Carol Malone,Retail,Business,7.4,West,1,9,Fair
CUST01444,Tammy Smith,Retail,Salary,8.3,South,0,20,Fair
CUST01445,Jordan Shaffer,Retail,NRI,3.1,North,0,28,Very Good
CUST01446,Kimberly Ramirez,Premium,Salary,5.0,South,0,26,Excellent
CUST01447,Riley Davis,Corporate,Business,3.8,North,0,18,Good
CUST01448,Cheryl Gonzalez,SME,NRI,3.5,East,0,19,Excellent
CUST01449,Diane Webb,Retail,Current,9.8,East,1,3,Good
CUST01450,Tracy Clark,Retail,Current,4.2,North,1,9,Poor
CUST01451,Amy Cole,Corporate,Current,9.7,Central,0,36,Fair
CUST01452,Luke Castro,Corporate,NRI,1.3,East,0,31,Fair
CUST01453,Tracy Buchanan,Premium,NRI,2.6,North,0,49,Poor
CUST01454,Kurt Cook,Retail,Current,4.5,East,1,17,Poor
CUST01455,Dominic Fernandez,Retail,Current,9.2,North,1,23,Good
CUST01456,Michele Wilson,Retail,Salary,10.3,North,0,34,Poor
CUST01457,Kathryn Miller,Premium,NRI,6.9,Central,0,41,Good
CUST01458,Shannon Gonzalez,Corporate,Current,7.0,South,0,41,Excellent
CUST01459,David Gardner,Retail,Business,11.0,South,0,5,Fair
CUST01460,Bryan Lopez,Retail,Current,0.7,West,1,15,Fair
CUST01461,Amanda Owens,Retail,NRI,5.4,Central,0,47,Fair
CUST01462,Jessica Richardson,Corporate,Current,12.4,East,0,3,Excellent
CUST01463,Robert Gonzalez,Corporate,Salary,9.2,Central,0,19,Excellent
CUST01464,Linda Stewart,Corporate,Savings,5.4,South,0,28,Very Good
CUST01465,Hector Calhoun,SME,NRI,13.6,West,1,3,Good
CUST01466,Carol Williams,Retail,NRI,11.7,South,0,38,Good
CUST01467,Travis Solis,Premium,Savings,4.3,East,0,4,Very Good
CUST01468,Megan Martin,Corporate,Current,9.9,Central,0,24,Fair
CUST01469,Joshua Simpson,Retail,Salary,9.1,East,0,31,Good
CUST01470,Nicole Huang,Retail,Current,6.3,East,0,45,Good
CUST01471,Jennifer Griffin,Premium,Savings,5.8,North,0,45,Fair
CUST01472,Deborah Perry,SME,Salary,5.5,East,0,11,Poor
CUST01473,Joseph Sullivan,Corporate,Business,9.4,West,1,37,Poor
CUST01474,Christopher Brown,Retail,Business,6.9,East,0,1,Very Good
CUST01475,Christopher Butler,Retail,Salary,12.6,East,0,9,Excellent
CUST01476,Kristina Johnston MD,Corporate,Business,10.2,North,0,17,Good
CUST01477,Sarah Davis,Corporate,Salary,1.5,North,1,1,Good
CUST01478,Steven Smith,Corporate,Current,9.8,South,1,3,Very Good
CUST01479,Daniel Hopkins,Corporate,Current,4.4,South,1,47,Very Good
CUST01480,Jonathan Madden,Premium,Savings,9.1,East,0,26,Good
CUST01481,Ronald Hawkins,Retail,Current,10.4,South,0,31,Fair
CUST01482,Mark Cook,Corporate,Current,3.8,West,1,26,Fair
CUST01483,Jeffrey Williams,Corporate,Savings,7.1,West,0,23,Excellent
CUST01484,John Proctor,SME,NRI,3.3,West,0,30,Good
CUST01485,Ronald Prince,Premium,NRI,1.3,North,0,10,Good
CUST01486,Mrs. Erica Alvarez,Retail,Salary,6.0,North,0,8,Good
CUST01487,Brent Morgan,Retail,NRI,5.8,Central,0,44,Good
CUST01488,Elizabeth Marshall,Retail,NRI,14.9,West,0,25,Very Good
CUST01489,Karen Robertson,Retail,NRI,7.0,East,0,22,Poor
CUST01490,Alyssa Snyder,Retail,Current,5.3,South,0,15,Good
CUST01491,Stephanie Black,Retail,NRI,8.9,North,1,41,Poor
CUST01492,Gloria Torres,Retail,Current,1.8,East,0,10,Fair
CUST01493,Rachel Wilson,SME,Current,14.4,South,0,20,Excellent
CUST01494,Steven Pearson,Retail,Savings,9.7,South,0,41,Fair
CUST01495,Anthony Yates,Retail,Salary,11.4,West,0,47,Good
CUST01496,Rhonda Avery,Retail,Savings,3.0,East,0,23,Fair
CUST01497,Angela Garcia,Retail,Business,6.4,East,0,1,Very Good
CUST01498,Rebecca Moore,Retail,Current,6.6,West,0,2,Poor
CUST01499,Eric Glover,Retail,NRI,12.4,West,0,19,Good
CUST01500,Jennifer Smith,Retail,NRI,0.5,West,0,14,Very Good
CUST01501,Jeffrey Thomas,Premium,Business,4.9,West,0,8,Poor
CUST01502,Samantha Henderson,Premium,Salary,14.7,Central,1,38,Very Good
CUST01503,Ellen Becker,Corporate,Current,7.4,East,0,12,Fair
CUST01504,James House,Premium,Business,6.0,South,0,26,Good
CUST01505,Kimberly King,Retail,Business,2.2,South,0,27,Fair
CUST01506,Wayne Oliver,Corporate,Business,14.6,West,0,29,Excellent
CUST01507,Robert Warren,Retail,Current,0.8,West,1,15,Good
CUST01508,Jason Jensen,Premium,Current,11.2,Central,0,46,Fair
CUST01509,Dylan Roth,Retail,Current,11.6,West,0,1,Good
CUST01510,Allison Beltran,Premium,Current,4.0,Central,0,43,Poor
CUST01511,Danielle Montoya,SME,Savings,10.2,Central,0,28,Good
CUST01512,Edward Benson,Retail,Business,1.8,West,0,3,Good
CUST01513,Kristina Paul,Retail,Savings,4.2,Central,0,18,Poor
CUST01514,Teresa Mclean,Retail,Salary,11.9,Central,0,34,Fair
CUST01515,Linda King,Corporate,Business,13.0,South,0,32,Good
CUST01516,Matthew Wade,Premium,Current,9.3,West,0,29,Very Good
CUST01517,Matthew Wilson,Retail,Current,7.8,North,0,25,Good
CUST01518,Stephen Byrd,Corporate,Current,2.8,Central,1,26,Fair
CUST01519,Kathryn Fischer,SME,Savings,1.4,West,0,39,Poor
CUST01520,Brent Malone,Retail,Current,2.2,Central,0,8,Fair
CUST01521,Matthew Hill,SME,Business,3.8,Central,0,19,Excellent
CUST01522,Lisa Phillips,Retail,NRI,5.5,South,1,47,Good
CUST01523,Raymond Chapman,Corporate,Business,6.0,North,1,42,Good
CUST01524,Madison Schroeder,Corporate,Salary,5.5,South,0,22,Poor
CUST01525,Joshua Cruz,Retail,Business,4.0,East,0,29,Good
CUST01526,Nicholas Henderson,SME,Current,7.9,North,0,33,Very Good
CUST01527,Ronald Mccoy,Premium,Business,12.5,South,0,38,Very Good
CUST01528,Michael Brooks,Retail,Business,4.6,North,0,45,Fair
CUST01529,Jordan Clay,Corporate,Savings,14.2,East,0,46,Poor
CUST01530,Henry Taylor,SME,NRI,13.2,Central,0,35,Excellent
CUST01531,Christopher Bauer,Retail,Business,2.8,West,0,43,Fair
CUST01532,Judith Cherry,Premium,Salary,11.9,South,0,3,Poor
CUST01533,Shannon Nelson,Retail,Business,8.8,North,0,19,Poor
CUST01534,Bradley Richardson,Retail,NRI,8.7,North,0,10,Fair
CUST01535,Diamond Clayton,SME,NRI,6.2,East,0,27,Fair
CUST01536,Allen Leach,Retail,NRI,7.8,East,0,15,Good
CUST01537,Scott West,Retail,NRI,6.3,South,1,11,Excellent
CUST01538,Jon Ross,Corporate,NRI,8.3,East,0,47,Very Good
CUST01539,Victoria Townsend,Premium,Savings,9.6,West,0,26,Good
CUST01540,Caitlin Wheeler,SME,NRI,10.3,South,0,24,Poor
CUST01541,Kimberly Adams,SME,Savings,8.2,Central,0,13,Excellent
CUST01542,Christopher Campbell,Retail,Business,11.0,West,0,32,Excellent
CUST01543,Eduardo Brown,SME,Business,2.5,South,1,37,Fair
CUST01544,Tanya Barber,Premium,Savings,3.6,South,0,4,Excellent
CUST01545,Mitchell Johnson,Premium,Current,12.4,South,1,13,Excellent
CUST01546,Robert Beard,SME,NRI,5.2,North,0,9,Poor
CUST01547,Regina Oneal MD,Retail,NRI,0.8,South,0,49,Good
CUST01548,Samantha Juarez,Retail,Business,2.7,North,0,34,Excellent
CUST01549,Joshua Ellis,Premium,Savings,3.7,South,0,37,Fair
CUST01550,Kayla Armstrong,Retail,NRI,14.4,West,0,48,Good
CUST01551,Jenna Bailey,Retail,Business,8.8,North,0,7,Fair
CUST01552,Robin Vincent,Retail,NRI,14.0,West,0,1,Excellent
CUST01553,Nancy Ward,Corporate,Savings,8.8,East,0,12,Good
CUST01554,Bill Cannon,SME,Current,7.5,North,0,21,Excellent
CUST01555,David Jones,Retail,Salary,5.0,North,0,11,Poor
CUST01556,Austin Buchanan,Premium,Business,9.3,Central,0,44,Good
CUST01557,Lauren Russell,Retail,Business,2.5,North,1,44,Fair
CUST01558,Danielle Mcgrath,Corporate,Salary,13.5,West,0,44,Poor
CUST01559,Christina Castillo,Premium,Salary,12.5,Central,0,14,Very Good
CUST01560,Kyle Bates,Retail,Business,5.1,South,0,34,Fair
CUST01561,Nicole Sanchez,Retail,Current,14.3,North,0,34,Excellent
CUST01562,Elizabeth Davis,Retail,Business,12.5,South,0,25,Fair
