Customer_ID,Customer_Name,Customer_Segment,Account_Type,Tenure_Years,Region,Is_Premium,Monthly_Txn_Count,Credit_Score_Band,Tenure_Tier,Activity_Tier
CUST00622,Paul Dixon,Corporate,Savings,11.1,West,0,41,Excellent,Loyal (7yr+),Very High
CUST00623,Steven Jones,SME,Salary,10.6,Central,0,46,Poor,Loyal (7yr+),Very High
CUST00624,Susan Gross,Retail,Savings,2.9,North,0,34,Fair,Growing (1-3yr),High
CUST00625,Patricia Anderson,SME,Business,13.2,East,0,37,Poor,Loyal (7yr+),High
CUST00626,Stephanie Bell,Retail,Current,7.7,North,0,20,Very Good,Loyal (7yr+),Medium
CUST00627,Andrew Harrell,SME,Current,11.3,Central,0,8,Good,Loyal (7yr+),Low
CUST00628,Ricardo Gallegos,Retail,Salary,8.8,Central,1,7,Good,Loyal (7yr+),Low
CUST00629,Adrian Frazier,Retail,Business,15.0,South,0,6,Very Good,Loyal (7yr+),Low
CUST00630,Jesse Ward,Corporate,Salary,11.4,West,1,11,Very Good,Loyal (7yr+),Medium
CUST00631,Heather Holloway,Retail,NRI,10.8,West,0,44,Good,Loyal (7yr+),Very High
CUST00632,Jennifer Burton,Retail,NRI,11.8,East,0,18,Fair,Loyal (7yr+),Medium
CUST00633,Dr. Karen Dyer,Retail,Savings,2.6,East,0,42,Fair,Growing (1-3yr),Very High
CUST00634,Jonathan Green,SME,Salary,3.5,South,1,29,Fair,Established (3-7yr),High
CUST00635,Jose Ingram MD,Corporate,Current,10.9,Central,0,25,Very Good,Loyal (7yr+),Medium
CUST00636,Darlene Bryant,SME,Salary,7.7,Central,1,21,Good,Loyal (7yr+),Medium
CUST00637,Emily Fernandez,Retail,Savings,11.4,Central,0,46,Good,Loyal (7yr+),Very High
CUST00638,Kenneth Joseph,Corporate,Business,2.0,South,0,3,Good,Growing (1-3yr),Low
CUST00639,Marvin Graham,SME,Salary,8.3,North,1,18,Poor,Loyal (7yr+),Medium
CUST00640,Susan Taylor,Premium,Savings,6.0,West,0,24,Poor,Established (3-7yr),Medium
CUST00641,Valerie Smith,Retail,NRI,7.1,North,1,47,Excellent,Loyal (7yr+),Very High
CUST00642,Robert Chandler,SME,Current,9.3,Central,0,38,Poor,Loyal (7yr+),High
CUST00643,Jennifer Martin,Retail,Business,7.8,West,0,10,Fair,Loyal (7yr+),Low
CUST00644,Wendy Proctor,Retail,Salary,8.3,East,0,27,Fair,Loyal (7yr+),High
CUST00645,Larry Vasquez,Retail,Salary,7.6,South,1,12,Fair,Loyal (7yr+),Medium
CUST00646,Monica Weaver,Retail,Current,6.4,East,0,7,Fair,Established (3-7yr),Low
CUST00647,Raymond Clay,Retail,NRI,11.7,South,0,17,Excellent,Loyal (7yr+),Medium
CUST00648,Cheryl Wilson,SME,Salary,0.7,West,0,1,Fair,New (0-1yr),Low
CUST00649,Lisa Cantrell,Premium,Current,9.2,West,0,50,Very Good,Loyal (7yr+),Very High
CUST00650,Jill Frazier,Retail,Current,8.7,South,0,26,Very Good,Loyal (7yr+),High
CUST00651,William Dudley,Corporate,Business,10.9,Central,0,15,Very Good,Loyal (7yr+),Medium
CUST00652,Joseph Burnett,Premium,Current,9.2,East,1,33,Poor,Loyal (7yr+),High
CUST00653,Susan Rogers,SME,Current,12.5,South,0,37,Good,Loyal (7yr+),High
CUST00654,Andrew Spencer,SME,Current,14.4,North,1,47,Excellent,Loyal (7yr+),Very High
CUST00655,Alicia Nichols,Retail,Salary,5.5,Central,1,31,Very Good,Established (3-7yr),High
CUST00656,Jacob Stevenson,Retail,Current,3.8,East,0,35,Very Good,Established (3-7yr),High
CUST00657,Tracy Allen,Premium,Current,6.6,East,0,1,Fair,Established (3-7yr),Low
CUST00658,Karla Nolan,Retail,Current,4.7,Central,0,8,Very Good,Established (3-7yr),Low
CUST00659,John Edwards,Premium,Current,9.4,North,1,12,Fair,Loyal (7yr+),Medium
CUST00660,Michelle Buckley,SME,NRI,13.7,East,0,19,Fair,Loyal (7yr+),Medium
CUST00661,Jacob Murray,Corporate,Salary,2.5,Central,0,25,Good,Growing (1-3yr),Medium
CUST00662,Amber Gonzales,SME,Current,2.0,West,1,32,Poor,Growing (1-3yr),High
CUST00663,Autumn Hawkins,Retail,Savings,4.2,South,1,12,Fair,Established (3-7yr),Medium
CUST00664,Stephanie Rasmussen,Retail,Savings,11.0,West,0,13,Fair,Loyal (7yr+),Medium
CUST00665,Dana Martinez,Retail,Savings,9.1,East,0,28,Good,Loyal (7yr+),High
CUST00666,Joel Sheppard,Premium,Business,2.0,West,0,1,Fair,Growing (1-3yr),Low
CUST00667,Thomas Wyatt,Retail,NRI,13.8,North,1,6,Excellent,Loyal (7yr+),Low
CUST00668,Michael Russell,Retail,Savings,12.0,East,1,8,Poor,Loyal (7yr+),Low
CUST00669,Jessica Myers,SME,NRI,0.8,South,0,4,Excellent,New (0-1yr),Low
CUST00670,Dwayne Garcia,Corporate,Savings,9.9,South,1,5,Very Good,Loyal (7yr+),Low
CUST00671,Robert Johnson,SME,Business,11.7,South,0,25,Poor,Loyal (7yr+),Medium
CUST00672,Jorge Smith,Retail,Salary,5.9,North,1,22,Very Good,Established (3-7yr),Medium
CUST00673,Robert Wells,Retail,NRI,1.5,South,0,28,Fair,Growing (1-3yr),High
CUST00674,Jamie Mason,Corporate,Salary,1.6,West,0,39,Good,Growing (1-3yr),High
CUST00675,Michele Bennett,Premium,Business,2.0,West,0,23,Excellent,Growing (1-3yr),Medium
CUST00676,Carrie Flores,Retail,NRI,12.7,East,0,4,Very Good,Loyal (7yr+),Low
CUST00677,James Lee,Corporate,Salary,13.7,South,0,4,Fair,Loyal (7yr+),Low
CUST00678,Ariana Anderson,Retail,Business,2.3,North,0,47,Excellent,Growing (1-3yr),Very High
CUST00679,Jeffrey Wyatt,Retail,Current,3.9,Central,1,21,Excellent,Established (3-7yr),Medium
CUST00680,Mark Williams,Premium,NRI,2.9,West,1,37,Very Good,Growing (1-3yr),High
CUST00681,Ricardo Cross,Retail,Salary,3.2,East,0,41,Fair,Established (3-7yr),Very High
CUST00682,Rita Jacobson,Premium,Business,12.6,West,0,2,Good,Loyal (7yr+),Low
CUST00683,Sean Smith,SME,Current,5.3,West,0,7,Very Good,Established (3-7yr),Low
CUST00684,Luis Wilson,Retail,NRI,5.0,East,0,49,Excellent,Established (3-7yr),Very High
CUST00685,Edward Tanner,Retail,Current,3.8,West,0,16,Excellent,Established (3-7yr),Medium
CUST00686,Brian Miller,Retail,Savings,9.3,West,0,17,Poor,Loyal (7yr+),Medium
CUST00687,Dylan Marquez,SME,NRI,6.0,North,0,20,Fair,Established (3-7yr),Medium
CUST00688,Pamela Rodriguez,Retail,Business,11.3,Central,1,23,Poor,Loyal (7yr+),Medium
CUST00689,Angela Leonard,Corporate,Business,3.5,East,0,34,Good,Established (3-7yr),High
CUST00690,Meagan Peterson,Retail,NRI,11.9,East,1,11,Very Good,Loyal (7yr+),Medium
CUST00691,Seth Greer,SME,Savings,9.3,South,1,34,Excellent,Loyal (7yr+),High
CUST00692,Stuart Oconnor,Corporate,NRI,2.2,Central,0,33,Fair,Growing (1-3yr),High
CUST00693,Sandra Cooley,Retail,Salary,6.5,West,0,26,Excellent,Established (3-7yr),High
CUST00694,Christopher York,Premium,Business,13.0,North,0,2,Poor,Loyal (7yr+),Low
CUST00695,Kirsten Simpson,Corporate,Current,13.9,South,0,23,Poor,Loyal (7yr+),Medium
CUST00696,Kim Baker,Retail,Business,7.3,East,0,41,Very Good,Loyal (7yr+),Very High
CUST00697,Francisco Chavez,SME,Savings,7.5,Central,0,22,Fair,Loyal (7yr+),Medium
CUST00698,Christopher Wagner,SME,NRI,13.8,North,0,34,Fair,Loyal (7yr+),High
CUST00699,Michael Keith,SME,Business,9.0,East,0,15,Very Good,Loyal (7yr+),Medium
CUST00700,Caleb Mendez,Retail,Salary,1.0,West,0,10,Poor,New (0-1yr),Low
CUST00701,Lisa Burns,SME,Savings,13.7,South,1,15,Poor,Loyal (7yr+),Medium
CUST00702,Lindsey Romero,Premium,Savings,4.1,Central,0,42,Poor,Established (3-7yr),Very High
CUST00703,Bonnie Freeman,Retail,Current,8.9,South,1,29,Excellent,Loyal (7yr+),High
CUST00704,Frederick Ramirez,SME,Business,2.9,West,1,23,Good,Growing (1-3yr),Medium
CUST00705,John Garcia,Retail,NRI,1.0,West,0,17,Poor,New (0-1yr),Medium
CUST00706,Joseph Castro,Premium,Savings,5.0,East,1,9,Good,Established (3-7yr),Low
CUST00707,Dwayne Smith,Premium,Salary,11.8,South,0,50,Good,Loyal (7yr+),Very High
CUST00708,Stephen Adams,Corporate,Salary,4.5,South,0,36,Fair,Established (3-7yr),High
CUST00709,Christian Johnson,Retail,NRI,3.7,South,0,9,Very Good,Established (3-7yr),Low
CUST00710,Christina Becker,Retail,Salary,3.6,South,0,16,Excellent,Established (3-7yr),Medium
CUST00711,Jerome Burke,Retail,Current,8.0,North,0,36,Good,Loyal (7yr+),High
CUST00712,William Smith,SME,NRI,14.6,East,0,48,Excellent,Loyal (7yr+),Very High
CUST00713,Suzanne Weber,Retail,Salary,7.2,Central,0,33,Fair,Loyal (7yr+),High
CUST00714,Bethany Edwards,Premium,Current,8.6,North,1,31,Poor,Loyal (7yr+),High
CUST00715,John Casey,Retail,Salary,13.0,South,0,6,Good,Loyal (7yr+),Low
CUST00716,Lisa Frazier,Retail,Business,8.3,West,1,10,Very Good,Loyal (7yr+),Low
CUST00717,Charles Nguyen,Retail,NRI,3.2,West,0,16,Fair,Established (3-7yr),Medium
CUST00718,Vanessa Knox,Corporate,Salary,4.8,South,0,4,Excellent,Established (3-7yr),Low
CUST00719,Sandra Robbins,Retail,Salary,5.0,North,0,22,Poor,Established (3-7yr),Medium
CUST00720,Steve Morris,Premium,Current,6.3,North,1,13,Excellent,Established (3-7yr),Medium
CUST00721,Aaron Friedman,Premium,Business,6.7,East,0,16,Very Good,Established (3-7yr),Medium
CUST00722,Erica Lee,Corporate,Business,12.1,West,1,29,Good,Loyal (7yr+),High
CUST00723,Michael Martinez,SME,Current,5.6,South,1,6,Very Good,Established (3-7yr),Low
CUST00724,Christine Jordan,Retail,Business,7.3,North,0,26,Excellent,Loyal (7yr+),High
CUST00725,Kristin Meyer,SME,Salary,9.6,North,0,11,Excellent,Loyal (7yr+),Medium
CUST00726,Patrick Ryan,Premium,Salary,6.0,Central,0,24,Very Good,Established (3-7yr),Medium
CUST00727,Cory Sparks,SME,Business,12.6,East,1,29,Very Good,Loyal (7yr+),High
CUST00728,John Douglas,Retail,Salary,9.0,Central,0,3,Very Good,Loyal (7yr+),Low
CUST00729,Thomas Randall,Retail,Business,4.8,West,0,10,Poor,Established (3-7yr),Low
CUST00730,Becky Adkins,Premium,Current,10.9,South,0,1,Excellent,Loyal (7yr+),Low
CUST00731,Logan Perkins,Premium,NRI,8.2,West,0,43,Fair,Loyal (7yr+),Very High
CUST00732,Karen Gonzalez,SME,Current,8.2,South,0,26,Poor,Loyal (7yr+),High
CUST00733,Daniel Williams,SME,NRI,7.5,North,0,12,Poor,Loyal (7yr+),Medium
CUST00734,Gerald Rodgers,Retail,Current,7.7,North,1,14,Poor,Loyal (7yr+),Medium
CUST00735,Robert Kennedy,Retail,Savings,11.6,South,0,25,Fair,Loyal (7yr+),Medium
CUST00736,Cynthia Dennis,Corporate,Salary,2.0,West,0,8,Very Good,Growing (1-3yr),Low
CUST00737,Brian Moreno,Retail,Current,5.3,West,1,43,Excellent,Established (3-7yr),Very High
CUST00738,Elizabeth Mitchell,Premium,NRI,1.6,East,0,4,Good,Growing (1-3yr),Low
CUST00739,Joshua Ayala,SME,Business,11.4,Central,0,28,Good,Loyal (7yr+),High
CUST00740,Cheryl Lopez,Retail,Business,4.4,South,1,7,Excellent,Established (3-7yr),Low
CUST00741,Katie Stewart,SME,Current,13.5,West,0,10,Fair,Loyal (7yr+),Low
CUST00742,Kellie Sullivan,Retail,Current,8.1,North,0,36,Good,Loyal (7yr+),High
CUST00743,Rebecca Carr,Retail,Current,12.1,West,0,2,Poor,Loyal (7yr+),Low
CUST00744,Alexander Wright,Corporate,Business,14.7,West,0,26,Good,Loyal (7yr+),High
CUST00745,John Allen,SME,Savings,12.7,East,0,50,Excellent,Loyal (7yr+),Very High
CUST00746,Samuel Long,Corporate,Current,13.1,West,0,14,Poor,Loyal (7yr+),Medium
CUST00747,Justin Park,SME,Business,6.4,East,0,16,Good,Established (3-7yr),Medium
CUST00748,George Richards,SME,Business,8.5,North,0,43,Excellent,Loyal (7yr+),Very High
CUST00749,April Frank,Corporate,Current,4.2,North,0,42,Fair,Established (3-7yr),Very High
CUST00750,Nicholas Garrison,Corporate,NRI,3.3,North,1,17,Excellent,Established (3-7yr),Medium
CUST00751,Vanessa Taylor,Retail,NRI,7.8,North,1,46,Fair,Loyal (7yr+),Very High
CUST00752,Mary Macias,SME,Salary,9.1,North,0,22,Poor,Loyal (7yr+),Medium
CUST00753,Jerry Hall,Retail,Business,5.4,West,0,4,Excellent,Established (3-7yr),Low
CUST00754,Kristin Lewis,Retail,Salary,8.8,Central,0,19,Very Good,Loyal (7yr+),Medium
CUST00755,William Oneill,Premium,Salary,13.4,South,1,2,Very Good,Loyal (7yr+),Low
CUST00756,Andrew Barnes,Premium,NRI,8.6,North,0,39,Very Good,Loyal (7yr+),High
CUST00757,Charles Goodman,Retail,NRI,11.0,Central,1,9,Very Good,Loyal (7yr+),Low
CUST00758,Megan Lynch,Retail,Savings,12.2,Central,0,19,Very Good,Loyal (7yr+),Medium
CUST00759,Erin Lewis,SME,Business,14.8,Central,0,16,Fair,Loyal (7yr+),Medium
CUST00760,John Davis,Retail,Savings,9.2,West,0,25,Excellent,Loyal (7yr+),Medium
CUST00761,Linda Stone DDS,Premium,Current,12.2,East,0,48,Poor,Loyal (7yr+),Very High
CUST00762,Dustin Stewart,SME,Savings,14.5,North,0,18,Very Good,Loyal (7yr+),Medium
CUST00763,Whitney Gonzalez,Retail,Current,14.2,Central,0,23,Very Good,Loyal (7yr+),Medium
CUST00764,Matthew White,Corporate,Salary,2.5,South,0,21,Poor,Growing (1-3yr),Medium
CUST00765,Erika Smith,Retail,Business,6.4,West,0,11,Poor,Established (3-7yr),Medium
CUST00766,Donald Galvan III,SME,Savings,5.2,West,0,39,Very Good,Established (3-7yr),High
CUST00767,Mark Dickson,Corporate,Business,1.8,West,0,41,Fair,Growing (1-3yr),Very High
CUST00768,Jesse Park,Retail,Salary,9.7,East,0,4,Poor,Loyal (7yr+),Low
CUST00769,Kimberly Wagner,Retail,Salary,11.2,Central,0,25,Excellent,Loyal (7yr+),Medium
CUST00770,Melvin Pham,SME,Salary,12.8,South,0,32,Excellent,Loyal (7yr+),High
CUST00771,William Dennis,Retail,Salary,2.3,North,1,30,Fair,Growing (1-3yr),High
CUST00772,Nathaniel Schmidt,Retail,NRI,13.2,East,0,45,Good,Loyal (7yr+),Very High
CUST00773,Mark Mueller,Premium,NRI,9.8,North,1,26,Fair,Loyal (7yr+),High
CUST00774,Christopher Bailey,Corporate,Salary,10.7,Central,0,36,Very Good,Loyal (7yr+),High
CUST00775,Michael Johnson,SME,Salary,13.7,South,0,34,Good,Loyal (7yr+),High
CUST00776,Tabitha Ellis,Corporate,Savings,9.6,West,1,9,Very Good,Loyal (7yr+),Low
CUST00777,Kenneth Hill,Retail,Business,5.4,North,0,12,Excellent,Established (3-7yr),Medium
CUST00778,Nathan Dean,Retail,Savings,12.5,West,0,2,Poor,Loyal (7yr+),Low
CUST00779,John Jackson,Corporate,Salary,5.8,Central,1,38,Very Good,Established (3-7yr),High
CUST00780,David Day,Premium,NRI,1.0,Central,0,5,Excellent,New (0-1yr),Low
CUST00781,John Smith,SME,Current,12.5,Central,0,5,Fair,Loyal (7yr+),Low
CUST00782,Mary Ayala,Retail,NRI,5.5,West,1,22,Very Good,Established (3-7yr),Medium
CUST00783,Kevin Donovan,Corporate,NRI,11.7,North,0,5,Excellent,Loyal (7yr+),Low
CUST00784,John Murphy,Corporate,NRI,5.8,Central,0,4,Poor,Established (3-7yr),Low
CUST00785,Kimberly Holloway,SME,Current,13.0,Central,0,9,Very Good,Loyal (7yr+),Low
CUST00786,Melanie Wilson,Premium,Salary,3.7,Central,0,29,Excellent,Established (3-7yr),High
CUST00787,Thomas Lee,Retail,Salary,14.6,North,0,22,Very Good,Loyal (7yr+),Medium
CUST00788,Barry Mayo,Premium,Salary,11.8,South,0,27,Poor,Loyal (7yr+),High
CUST00789,Theresa Castillo,Retail,NRI,2.2,North,0,10,Very Good,Growing (1-3yr),Low
CUST00790,Michele Young,Retail,Business,8.7,South,0,16,Very Good,Loyal (7yr+),Medium
CUST00791,Amber Chen DVM,Corporate,Business,14.8,Central,0,42,Excellent,Loyal (7yr+),Very High
CUST00792,Jessica Livingston,Corporate,Savings,7.3,South,0,42,Good,Loyal (7yr+),Very High
CUST00793,Katrina Thomas DDS,Retail,Business,3.1,North,0,10,Very Good,Established (3-7yr),Low
CUST00794,Alan Todd,Retail,NRI,7.5,Central,0,6,Good,Loyal (7yr+),Low
CUST00795,Tamara Newman,Corporate,Salary,7.9,West,0,49,Fair,Loyal (7yr+),Very High
CUST00796,Ashley Evans,Retail,Business,11.3,East,0,5,Very Good,Loyal (7yr+),Low
CUST00797,Gloria Evans,SME,Current,10.6,North,1,6,Good,Loyal (7yr+),Low
CUST00798,Ronald Phillips,Retail,Current,6.3,North,0,47,Fair,Established (3-7yr),Very High
CUST00799,Amanda Jones,Corporate,Salary,3.7,South,0,25,Excellent,Established (3-7yr),Medium
CUST00800,Sharon Hogan,Corporate,Business,9.9,Central,0,50,Very Good,Loyal (7yr+),Very High
CUST00801,Brian Jordan,Retail,NRI,6.6,South,0,4,Excellent,Established (3-7yr),Low
CUST00802,Lisa Martin,SME,NRI,2.4,South,1,40,Fair,Growing (1-3yr),High
CUST00803,Michael Barry,Retail,Business,13.6,North,1,48,Excellent,Loyal (7yr+),Very High
CUST00804,Seth Estrada,Corporate,Savings,10.5,Central,0,32,Excellent,Loyal (7yr+),High
CUST00805,Mike White,Retail,Savings,10.4,East,0,35,Poor,Loyal (7yr+),High
CUST00806,Travis Woodard,Retail,Current,12.4,North,0,10,Fair,Loyal (7yr+),Low
CUST00807,Todd Martin,Retail,Salary,8.2,North,1,34,Excellent,Loyal (7yr+),High
CUST00808,Sean Alexander,Retail,Current,12.3,North,0,36,Good,Loyal (7yr+),High
CUST00809,Terry Becker,Retail,Salary,7.7,Central,0,6,Fair,Loyal (7yr+),Low
CUST00810,Jennifer Davis,Retail,Salary,1.5,East,0,43,Poor,Growing (1-3yr),Very High
CUST00811,Chase Griffith DVM,Retail,Salary,6.4,East,0,46,Very Good,Established (3-7yr),Very High
CUST00812,Arthur Page,Retail,Salary,7.7,Central,1,16,Excellent,Loyal (7yr+),Medium
CUST00813,Jacob Roberts,SME,NRI,10.9,South,0,19,Good,Loyal (7yr+),Medium
CUST00814,Vanessa Parker,Retail,Business,2.0,West,0,34,Poor,Growing (1-3yr),High
CUST00815,Shannon Ford,Retail,Salary,2.5,North,0,25,Fair,Growing (1-3yr),Medium
CUST00816,Nicole Evans,Premium,Business,4.3,South,0,31,Excellent,Established (3-7yr),High
CUST00817,Maria Ponce,SME,Salary,4.4,East,1,49,Poor,Established (3-7yr),Very High
CUST00818,Joseph Hess,Premium,NRI,11.1,North,0,41,Poor,Loyal (7yr+),Very High
CUST00819,Joseph Allen,Corporate,NRI,4.1,Central,0,17,Good,Established (3-7yr),Medium
CUST00820,Kayla Floyd,Retail,Business,9.7,East,0,47,Very Good,Loyal (7yr+),Very High
CUST00821,Rebecca Doyle,Retail,Business,7.7,Central,1,30,Very Good,Loyal (7yr+),High
CUST00822,Michael Williams,Retail,Current,8.8,West,0,39,Very Good,Loyal (7yr+),High
CUST00823,Logan Casey,Retail,Current,12.7,South,0,31,Fair,Loyal (7yr+),High
CUST00824,Fred Wheeler,Premium,Savings,6.4,Central,0,19,Poor,Established (3-7yr),Medium
CUST00825,Robert Jackson,SME,Current,11.7,West,1,35,Fair,Loyal (7yr+),High
CUST00826,Daniel Schultz,Premium,Current,6.6,East,1,29,Poor,Established (3-7yr),High
CUST00827,Cameron Williams,Corporate,Salary,5.6,Central,0,1,Good,Established (3-7yr),Low
CUST00828,Elizabeth Caldwell,Retail,Savings,14.4,East,0,4,Good,Loyal (7yr+),Low
CUST00829,Ashley Farley,SME,Current,3.2,Central,0,28,Fair,Established (3-7yr),High
CUST00830,Michelle Santos,Premium,Current,1.8,Central,0,18,Fair,Growing (1-3yr),Medium
CUST00831,Veronica Ward,Retail,Business,11.7,Central,0,26,Good,Loyal (7yr+),High
CUST00832,Patricia Jacobson,Retail,Savings,1.5,South,0,40,Excellent,Growing (1-3yr),High
CUST00833,Jonathan Sanchez,SME,Savings,12.6,North,0,19,Very Good,Loyal (7yr+),Medium
CUST00834,Heather Gay,Corporate,Savings,6.8,North,1,6,Very Good,Established (3-7yr),Low
CUST00835,Andrea Roberts,Retail,Business,13.8,South,0,1,Good,Loyal (7yr+),Low
CUST00836,Michael Grant,SME,NRI,11.0,North,0,8,Very Good,Loyal (7yr+),Low
CUST00837,Lori Parker,Retail,Savings,9.4,South,0,33,Excellent,Loyal (7yr+),High
CUST00838,Mrs. Kim Paul MD,Corporate,Savings,14.3,South,0,43,Excellent,Loyal (7yr+),Very High
CUST00839,Michael Oliver,Retail,Business,6.3,East,0,21,Poor,Established (3-7yr),Medium
CUST00840,Calvin Thompson,SME,NRI,14.3,South,0,24,Fair,Loyal (7yr+),Medium
CUST00841,Timothy Craig,Retail,Savings,2.5,South,0,25,Very Good,Growing (1-3yr),Medium
CUST00842,Terry Morris,Corporate,Savings,7.5,Central,0,47,Excellent,Loyal (7yr+),Very High
CUST00843,Heather Gardner,Premium,Salary,4.4,Central,1,43,Fair,Established (3-7yr),Very High
CUST00844,Tina Cox,Retail,NRI,8.3,South,0,19,Fair,Loyal (7yr+),Medium
CUST00845,Erica Crawford,Retail,Current,2.8,Central,0,29,Poor,Growing (1-3yr),High
CUST00846,Lauren Newton,SME,Savings,12.7,East,0,10,Fair,Loyal (7yr+),Low
CUST00847,Shawn Crawford,Retail,Business,12.8,East,1,12,Fair,Loyal (7yr+),Medium
CUST00848,Angela Williams,Premium,Salary,14.4,South,0,33,Good,Loyal (7yr+),High
CUST00849,Kristine Smith,Retail,Current,2.7,Central,1,7,Poor,Growing (1-3yr),Low
CUST00850,Justin Lawson,Corporate,Current,9.5,West,0,17,Poor,Loyal (7yr+),Medium
CUST00851,Juan Lang,SME,Salary,7.4,North,0,10,Very Good,Loyal (7yr+),Low
CUST00852,Shane Lang,Corporate,Business,5.5,Central,0,31,Fair,Established (3-7yr),High
CUST00853,Jose Schmidt,Retail,Current,5.6,East,1,6,Very Good,Established (3-7yr),Low
CUST00854,David Wells,SME,Current,6.5,East,0,17,Excellent,Established (3-7yr),Medium
CUST00855,Stacey Hall,Retail,NRI,10.7,West,0,50,Fair,Loyal (7yr+),Very High
CUST00856,Christopher Ryan,Retail,Current,9.2,South,0,37,Excellent,Loyal (7yr+),High
CUST00857,Jeffery Baker,SME,Savings,7.2,West,0,18,Good,Loyal (7yr+),Medium
CUST00858,Denise Lee,SME,Savings,1.6,West,0,26,Fair,Growing (1-3yr),High
CUST00859,Samuel Rivera,Retail,Salary,1.6,North,0,49,Very Good,Growing (1-3yr),Very High
CUST00860,Michael Reyes,Retail,Salary,0.5,East,1,16,Very Good,New (0-1yr),Medium
CUST00861,Megan Wilson,SME,Business,14.5,West,0,8,Fair,Loyal (7yr+),Low
CUST00862,Mark Vance,Premium,Business,0.6,South,0,24,Very Good,New (0-1yr),Medium
CUST00863,Alicia Perez,Retail,NRI,2.0,Central,1,13,Fair,Growing (1-3yr),Medium
CUST00864,Jacob Hamilton,Premium,Salary,5.1,South,1,29,Poor,Established (3-7yr),High
CUST00865,Dana Morris,Retail,NRI,12.2,North,0,32,Very Good,Loyal (7yr+),High
CUST00866,Veronica Pugh,Corporate,Business,14.5,East,1,24,Fair,Loyal (7yr+),Medium
CUST00867,Emily Howell,Retail,Current,12.0,South,0,16,Fair,Loyal (7yr+),Medium
CUST00868,Amanda Lee,Retail,NRI,10.5,East,0,11,Very Good,Loyal (7yr+),Medium
CUST00869,Penny Hernandez,Corporate,Current,8.1,Central,0,32,Poor,Loyal (7yr+),High
CUST00870,Mrs. Cynthia Young MD,SME,NRI,1.8,Central,0,6,Very Good,Growing (1-3yr),Low
CUST00871,Jack Miller,Retail,NRI,14.4,Central,0,35,Fair,Loyal (7yr+),High
CUST00872,Robert Garcia,Retail,Business,11.5,South,0,33,Poor,Loyal (7yr+),High
CUST00873,Terrance Kane,Premium,NRI,9.8,West,0,18,Excellent,Loyal (7yr+),Medium
CUST00874,Robert Valenzuela,Corporate,Business,11.5,South,0,37,Good,Loyal (7yr+),High
CUST00875,Carolyn Henderson,Corporate,NRI,11.0,East,0,13,Very Good,Loyal (7yr+),Medium
CUST00876,Michael Lewis,Retail,NRI,9.7,West,0,10,Fair,Loyal (7yr+),Low
CUST00877,Michael Baldwin,Premium,Salary,14.7,West,0,37,Poor,Loyal (7yr+),High
CUST00878,Brett Mccoy,Corporate,Salary,13.6,North,0,26,Poor,Loyal (7yr+),High
CUST00879,Brandon Mcdonald,SME,Business,9.9,Central,0,46,Excellent,Loyal (7yr+),Very High
CUST00880,Dylan Smith,Retail,NRI,10.6,South,0,17,Very Good,Loyal (7yr+),Medium
CUST00881,Ashlee Nichols,Retail,Current,1.2,North,1,1,Poor,Growing (1-3yr),Low
CUST00882,Randy Lewis,Premium,Savings,10.2,East,0,25,Excellent,Loyal (7yr+),Medium
CUST00883,Scott Snyder,Retail,Business,1.1,North,0,34,Fair,Growing (1-3yr),High
CUST00884,Keith Rodriguez,Retail,Salary,9.0,Central,0,39,Excellent,Loyal (7yr+),High
CUST00885,Linda Brown,Corporate,Salary,15.0,North,0,10,Very Good,Loyal (7yr+),Low
CUST00886,Eric Wells,Retail,Business,8.6,Central,0,20,Excellent,Loyal (7yr+),Medium
CUST00887,Matthew Anderson,Premium,Salary,7.4,West,0,7,Poor,Loyal (7yr+),Low
CUST00888,Randy Webb,Retail,Current,5.0,North,0,16,Poor,Established (3-7yr),Medium
CUST00889,Megan Fields,Corporate,Salary,2.2,East,0,37,Good,Growing (1-3yr),High
CUST00890,Cassidy Stevens MD,Corporate,Savings,11.1,North,0,29,Excellent,Loyal (7yr+),High
CUST00891,Tracy Walker,Corporate,Savings,3.3,East,1,12,Fair,Established (3-7yr),Medium
CUST00892,Joshua Wheeler,Corporate,NRI,2.2,East,0,17,Very Good,Growing (1-3yr),Medium
CUST00893,Katherine Vega,Retail,Current,6.6,East,0,48,Good,Established (3-7yr),Very High
CUST00894,Mrs. Nicole Gonzales,Corporate,Salary,12.0,South,0,20,Excellent,Loyal (7yr+),Medium
CUST00895,Amanda Diaz,Retail,Salary,11.3,South,0,26,Fair,Loyal (7yr+),High
CUST00896,Edwin Tate,Corporate,Business,1.3,East,0,48,Good,Growing (1-3yr),Very High
CUST00897,Patricia Knapp,Corporate,NRI,7.1,North,1,19,Poor,Loyal (7yr+),Medium
CUST00898,Ross Dougherty,Retail,Savings,8.1,North,0,47,Very Good,Loyal (7yr+),Very High
CUST00899,Brandon Schultz,Retail,Business,9.8,West,0,12,Excellent,Loyal (7yr+),Medium
CUST00900,Miss Amanda Ward,SME,Business,9.9,South,0,21,Fair,Loyal (7yr+),Medium
CUST00901,Kelly Anderson,Retail,Salary,5.8,West,0,42,Poor,Established (3-7yr),Very High
CUST00902,James Lowery,Premium,Savings,8.6,North,0,34,Good,Loyal (7yr+),High
